task_id,task_name,episode_idx,success,steps,max_steps
0,open the middle drawer of the cabinet,0,True,158,310
0,open the middle drawer of the cabinet,1,False,310,310
0,open the middle drawer of the cabinet,2,True,124,310
0,open the middle drawer of the cabinet,3,True,124,310
0,open the middle drawer of the cabinet,4,True,125,310
0,open the middle drawer of the cabinet,5,True,138,310
0,open the middle drawer of the cabinet,6,True,142,310
0,open the middle drawer of the cabinet,7,True,135,310
0,open the middle drawer of the cabinet,8,True,135,310
0,open the middle drawer of the cabinet,9,True,129,310
0,open the middle drawer of the cabinet,10,True,130,310
0,open the middle drawer of the cabinet,11,True,143,310
0,open the middle drawer of the cabinet,12,True,134,310
0,open the middle drawer of the cabinet,13,True,140,310
0,open the middle drawer of the cabinet,14,True,128,310
0,open the middle drawer of the cabinet,15,True,129,310
0,open the middle drawer of the cabinet,16,True,123,310
0,open the middle drawer of the cabinet,17,True,173,310
0,open the middle drawer of the cabinet,18,True,138,310
0,open the middle drawer of the cabinet,19,True,124,310
1,put the bowl on the stove,0,True,93,310
1,put the bowl on the stove,1,True,100,310
1,put the bowl on the stove,2,True,91,310
1,put the bowl on the stove,3,True,96,310
1,put the bowl on the stove,4,True,92,310
1,put the bowl on the stove,5,True,91,310
1,put the bowl on the stove,6,True,97,310
1,put the bowl on the stove,7,True,90,310
1,put the bowl on the stove,8,True,98,310
1,put the bowl on the stove,9,True,92,310
1,put the bowl on the stove,10,True,102,310
1,put the bowl on the stove,11,True,106,310
1,put the bowl on the stove,12,True,97,310
1,put the bowl on the stove,13,True,94,310
1,put the bowl on the stove,14,True,88,310
1,put the bowl on the stove,15,True,108,310
1,put the bowl on the stove,16,True,94,310
1,put the bowl on the stove,17,True,91,310
1,put the bowl on the stove,18,True,94,310
1,put the bowl on the stove,19,True,89,310
2,put the wine bottle on top of the cabinet,0,True,88,310
2,put the wine bottle on top of the cabinet,1,True,103,310
2,put the wine bottle on top of the cabinet,2,True,110,310
2,put the wine bottle on top of the cabinet,3,True,103,310
2,put the wine bottle on top of the cabinet,4,True,92,310
2,put the wine bottle on top of the cabinet,5,True,96,310
2,put the wine bottle on top of the cabinet,6,True,101,310
2,put the wine bottle on top of the cabinet,7,True,112,310
2,put the wine bottle on top of the cabinet,8,True,102,310
2,put the wine bottle on top of the cabinet,9,True,92,310
2,put the wine bottle on top of the cabinet,10,True,99,310
2,put the wine bottle on top of the cabinet,11,True,99,310
2,put the wine bottle on top of the cabinet,12,True,93,310
2,put the wine bottle on top of the cabinet,13,True,117,310
2,put the wine bottle on top of the cabinet,14,True,94,310
2,put the wine bottle on top of the cabinet,15,True,96,310
2,put the wine bottle on top of the cabinet,16,True,102,310
2,put the wine bottle on top of the cabinet,17,False,310,310
2,put the wine bottle on top of the cabinet,18,True,93,310
2,put the wine bottle on top of the cabinet,19,True,93,310
3,open the top drawer and put the bowl inside,0,True,194,310
3,open the top drawer and put the bowl inside,1,True,184,310
3,open the top drawer and put the bowl inside,2,True,218,310
3,open the top drawer and put the bowl inside,3,True,187,310
3,open the top drawer and put the bowl inside,4,False,310,310
3,open the top drawer and put the bowl inside,5,True,185,310
3,open the top drawer and put the bowl inside,6,True,183,310
